PERIOD	SM0	SM1	SM2	SM3	SM4	SM5	L2	MC1	MC2	MC3
2.7639579878e-07	8.300365e+00	8.171733e+00	7.992159e+00	8.547961e+00	8.504728e+00	8.765774e+00	1.451571e-01	3.438764e-01	3.438764e-01	3.438764e-01
2.7639579878e-07	8.397958e+00	8.348607e+00	8.345576e+00	8.537992e+00	8.450470e+00	8.370375e+00	1.560935e-01	2.912743e-01	2.912743e-01	2.912743e-01
2.7639579878e-07	8.428584e+00	9.076433e+00	8.608583e+00	8.340157e+00	7.827909e+00	7.975443e+00	1.053880e-01	2.983403e-01	2.983403e-01	2.983403e-01
2.7639579878e-07	8.189539e+00	8.098630e+00	8.646471e+00	8.521576e+00	8.869599e+00	8.199999e+00	1.608161e-01	2.425978e-01	2.425978e-01	2.425978e-01
2.7639579878e-07	8.558219e+00	8.308155e+00	8.456390e+00	8.106501e+00	8.133597e+00	8.659103e+00	1.411801e-01	2.842084e-01	2.842084e-01	2.842084e-01
2.7639579878e-07	8.381389e+00	8.625204e+00	8.137597e+00	8.102277e+00	8.408023e+00	8.331847e+00	1.292494e-01	3.289594e-01	3.289594e-01	3.289594e-01
2.7639579878e-07	8.487488e+00	8.594712e+00	8.519252e+00	8.712823e+00	8.352848e+00	8.496693e+00	1.275095e-01	3.148275e-01	3.148275e-01	3.148275e-01
2.7639579878e-07	8.490944e+00	8.377578e+00	8.294585e+00	8.175452e+00	8.152679e+00	8.254740e+00	1.290009e-01	2.637956e-01	2.637956e-01	2.637956e-01
2.7639579878e-07	8.828415e+00	8.315683e+00	8.469644e+00	8.405929e+00	8.556898e+00	8.578393e+00	1.543536e-01	2.614403e-01	2.614403e-01	2.614403e-01
2.7639579878e-07	8.268377e+00	8.339182e+00	8.202496e+00	8.206721e+00	8.684304e+00	8.757717e+00	1.357119e-01	3.415211e-01	3.415211e-01	3.415211e-01
2.7639579878e-07	8.247489e+00	8.551908e+00	8.669506e+00	8.086164e+00	8.451217e+00	8.255390e+00	1.357119e-01	2.740020e-01	2.740020e-01	2.740020e-01
2.7639579878e-07	8.431317e+00	8.023590e+00	7.973623e+00	8.708425e+00	8.310728e+00	8.613978e+00	1.454056e-01	3.085467e-01	3.085467e-01	3.085467e-01
2.7639579878e-07	8.385465e+00	8.552055e+00	8.502282e+00	8.096625e+00	8.184559e+00	8.046539e+00	1.352148e-01	2.630105e-01	2.630105e-01	2.630105e-01
2.7639579878e-07	8.682233e+00	8.283616e+00	8.363436e+00	8.782657e+00	8.717915e+00	8.122006e+00	1.409316e-01	2.834233e-01	2.834233e-01	2.834233e-01
2.7639579878e-07	8.160136e+00	8.798600e+00	8.430515e+00	8.463665e+00	8.643176e+00	8.350235e+00	1.441628e-01	3.281743e-01	3.281743e-01	3.281743e-01
2.7639579878e-07	8.247911e+00	8.260077e+00	8.382287e+00	8.492371e+00	8.593522e+00	8.665529e+00	1.334749e-01	2.944148e-01	2.944148e-01	2.944148e-01
2.7639579878e-07	8.741968e+00	8.527783e+00	8.414986e+00	8.693049e+00	8.776669e+00	8.322470e+00	1.459027e-01	2.198297e-01	2.198297e-01	2.198297e-01
2.7639579878e-07	7.970393e+00	8.493298e+00	8.101389e+00	8.268481e+00	8.102936e+00	8.027755e+00	1.391917e-01	3.226786e-01	3.226786e-01	3.226786e-01
2.7639579878e-07	8.294400e+00	8.111128e+00	8.290628e+00	8.131292e+00	8.353938e+00	8.711298e+00	1.419258e-01	3.336700e-01	3.336700e-01	3.336700e-01
2.7639579878e-07	8.921837e+00	8.552249e+00	8.587021e+00	8.546563e+00	8.867878e+00	8.511995e+00	1.163245e-01	3.595785e-01	3.595785e-01	3.595785e-01
2.7639579878e-07	8.413270e+00	8.522734e+00	8.321754e+00	8.701421e+00	8.515198e+00	8.492210e+00	1.294980e-01	2.582999e-01	2.582999e-01	2.582999e-01
2.7639579878e-07	8.057484e+00	8.265549e+00	8.529127e+00	8.555729e+00	7.906123e+00	8.867033e+00	1.550993e-01	2.104084e-01	2.104084e-01	2.104084e-01
2.7639579878e-07	8.119148e+00	7.969109e+00	8.303535e+00	8.201286e+00	8.236381e+00	7.768318e+00	1.526138e-01	4.161062e-01	4.161062e-01	4.161062e-01
2.7639579878e-07	8.288095e+00	8.457048e+00	8.795615e+00	8.010362e+00	8.735653e+00	8.824008e+00	1.327292e-01	2.928445e-01	2.928445e-01	2.928445e-01
2.7639579878e-07	9.083950e+00	8.751831e+00	8.507409e+00	8.572755e+00	8.315595e+00	8.124387e+00	1.232841e-01	2.645807e-01	2.645807e-01	2.645807e-01
2.7639579878e-07	7.758790e+00	8.266024e+00	8.393034e+00	8.322927e+00	8.306714e+00	8.442715e+00	1.548508e-01	2.645807e-01	2.645807e-01	2.645807e-01
2.7639579878e-07	8.229910e+00	7.708761e+00	8.319988e+00	8.265613e+00	8.496584e+00	8.122263e+00	1.367061e-01	3.415211e-01	3.415211e-01	3.415211e-01
2.7639579878e-07	8.154362e+00	8.657388e+00	8.544963e+00	8.259786e+00	8.420433e+00	8.765570e+00	1.225384e-01	3.964785e-01	3.964785e-01	3.964785e-01
2.7639579878e-07	8.402869e+00	8.210261e+00	8.592969e+00	8.799582e+00	8.549357e+00	8.470747e+00	1.399374e-01	2.237552e-01	2.237552e-01	2.237552e-01
2.7639579878e-07	8.182602e+00	8.107899e+00	8.006083e+00	8.106502e+00	8.443059e+00	8.363736e+00	1.245269e-01	2.802828e-01	2.802828e-01	2.802828e-01
2.7639579878e-07	8.183780e+00	8.492358e+00	8.059138e+00	8.264563e+00	7.947156e+00	8.751305e+00	1.690185e-01	3.038360e-01	3.038360e-01	3.038360e-01
2.7639579878e-07	8.402357e+00	8.258066e+00	8.293525e+00	8.281998e+00	7.865578e+00	8.531501e+00	1.327292e-01	3.030509e-01	3.030509e-01	3.030509e-01
2.7639579878e-07	8.730188e+00	8.481520e+00	8.550249e+00	8.669533e+00	8.885049e+00	8.926948e+00	1.272610e-01	3.046211e-01	3.046211e-01	3.046211e-01
2.7639579878e-07	8.669016e+00	8.016266e+00	8.523114e+00	8.388202e+00	8.353142e+00	8.204324e+00	1.309893e-01	2.465233e-01	2.465233e-01	2.465233e-01
2.7639579878e-07	8.244035e+00	8.376591e+00	7.779194e+00	8.518543e+00	8.223171e+00	8.552706e+00	1.580820e-01	3.493722e-01	3.493722e-01	3.493722e-01
2.7639579878e-07	8.475492e+00	8.532872e+00	8.383605e+00	8.295518e+00	7.936648e+00	8.531444e+00	1.446599e-01	2.951999e-01	2.951999e-01	2.951999e-01
2.7639579878e-07	8.323977e+00	8.511790e+00	8.470724e+00	8.488066e+00	8.425468e+00	8.321475e+00	1.193072e-01	3.697849e-01	3.697849e-01	3.697849e-01
2.7639579878e-07	8.431308e+00	8.475239e+00	8.419509e+00	7.976207e+00	8.536462e+00	8.507624e+00	1.404345e-01	2.520190e-01	2.520190e-01	2.520190e-01
2.7639579878e-07	8.464448e+00	8.425786e+00	8.450372e+00	8.247436e+00	8.093634e+00	8.605140e+00	1.354633e-01	2.967701e-01	2.967701e-01	2.967701e-01
2.7639579878e-07	8.240744e+00	8.491761e+00	8.244212e+00	8.657081e+00	8.306515e+00	8.249526e+00	1.558450e-01	2.991254e-01	2.991254e-01	2.991254e-01
2.7639579878e-07	8.214153e+00	7.919868e+00	8.325485e+00	8.216952e+00	8.346411e+00	8.445479e+00	1.401859e-01	3.281743e-01	3.281743e-01	3.281743e-01
2.7639579878e-07	8.378204e+00	8.135657e+00	8.155184e+00	8.659954e+00	8.709020e+00	8.595615e+00	1.399374e-01	3.485871e-01	3.485871e-01	3.485871e-01
2.7639579878e-07	8.029292e+00	8.778205e+00	8.374241e+00	8.358982e+00	8.676792e+00	8.539679e+00	1.153303e-01	3.109020e-01	3.109020e-01	3.109020e-01
2.7639579878e-07	8.618738e+00	8.599234e+00	8.183126e+00	8.344146e+00	7.826691e+00	8.294901e+00	1.451571e-01	2.834233e-01	2.834233e-01	2.834233e-01
2.7639579878e-07	8.284058e+00	8.745037e+00	8.277639e+00	8.186155e+00	8.778336e+00	8.110983e+00	1.414287e-01	2.771424e-01	2.771424e-01	2.771424e-01
2.7639579878e-07	7.655009e+00	8.299492e+00	8.396745e+00	8.635980e+00	8.634368e+00	8.377825e+00	1.267639e-01	3.368105e-01	3.368105e-01	3.368105e-01
2.7639579878e-07	8.404789e+00	8.555660e+00	8.241274e+00	8.588540e+00	8.432450e+00	8.925477e+00	1.486368e-01	3.352403e-01	3.352403e-01	3.352403e-01
2.7639579878e-07	8.494765e+00	8.617228e+00	8.839725e+00	8.384383e+00	8.502838e+00	8.140424e+00	1.337235e-01	2.716467e-01	2.716467e-01	2.716467e-01
2.7639579878e-07	8.214767e+00	8.375430e+00	8.382098e+00	8.373552e+00	8.150243e+00	8.200560e+00	1.401859e-01	3.619339e-01	3.619339e-01	3.619339e-01
2.7639579878e-07	8.468197e+00	8.834452e+00	7.910067e+00	8.136787e+00	8.803910e+00	8.687114e+00	1.342206e-01	2.732169e-01	2.732169e-01	2.732169e-01
2.7639579878e-07	8.529197e+00	7.754949e+00	8.436834e+00	8.559711e+00	8.295592e+00	8.439372e+00	1.463998e-01	3.234637e-01	3.234637e-01	3.234637e-01
2.7639579878e-07	7.828871e+00	8.851701e+00	8.628124e+00	8.175928e+00	8.721279e+00	8.826512e+00	1.344691e-01	3.061913e-01	3.061913e-01	3.061913e-01
2.7639579878e-07	8.327881e+00	8.276281e+00	8.463292e+00	8.502025e+00	8.231361e+00	8.466040e+00	1.444114e-01	2.928445e-01	2.928445e-01	2.928445e-01
2.7639579878e-07	8.496915e+00	8.297602e+00	7.884989e+00	8.341530e+00	8.572432e+00	8.181350e+00	1.329778e-01	3.423062e-01	3.423062e-01	3.423062e-01
2.7639579878e-07	8.425952e+00	8.132522e+00	8.289729e+00	8.265633e+00	8.006111e+00	8.122936e+00	1.379489e-01	3.030509e-01	3.030509e-01	3.030509e-01
2.7639579878e-07	8.613663e+00	8.474256e+00	8.610612e+00	8.308335e+00	8.622903e+00	8.842047e+00	1.312379e-01	3.313147e-01	3.313147e-01	3.313147e-01
2.7639579878e-07	7.901976e+00	8.772675e+00	8.710861e+00	8.249195e+00	8.396208e+00	8.171789e+00	1.406830e-01	3.054062e-01	3.054062e-01	3.054062e-01
2.7639579878e-07	8.661855e+00	8.406821e+00	8.549305e+00	8.507778e+00	8.832559e+00	8.401484e+00	1.324807e-01	2.363169e-01	2.363169e-01	2.363169e-01
2.7639579878e-07	8.368750e+00	8.011481e+00	8.001135e+00	8.547566e+00	8.146516e+00	8.008445e+00	1.538565e-01	4.184615e-01	4.184615e-01	4.184615e-01
2.7639579878e-07	8.916699e+00	8.143268e+00	8.087604e+00	8.598147e+00	8.500246e+00	8.742765e+00	1.374518e-01	3.423062e-01	3.423062e-01	3.423062e-01
2.7639579878e-07	8.573834e+00	8.838270e+00	8.667781e+00	8.361510e+00	8.540659e+00	8.600953e+00	1.108562e-01	3.179679e-01	3.179679e-01	3.179679e-01
2.7639579878e-07	8.337283e+00	8.242883e+00	8.285012e+00	8.073955e+00	8.700655e+00	8.209359e+00	1.498796e-01	2.614403e-01	2.614403e-01	2.614403e-01
2.7639579878e-07	8.361644e+00	8.873100e+00	8.222708e+00	8.586074e+00	8.448162e+00	8.374403e+00	1.491340e-01	2.857786e-01	2.857786e-01	2.857786e-01
2.7639579878e-07	8.190216e+00	8.068538e+00	7.940080e+00	8.279276e+00	8.117458e+00	8.125274e+00	1.377004e-01	3.336700e-01	3.336700e-01	3.336700e-01
2.7639579878e-07	8.464873e+00	8.312367e+00	8.744474e+00	7.972004e+00	8.315820e+00	8.995188e+00	1.292494e-01	3.454466e-01	3.454466e-01	3.454466e-01
2.7639579878e-07	8.235287e+00	8.344430e+00	8.233676e+00	8.368065e+00	7.964077e+00	8.220281e+00	1.342206e-01	3.525126e-01	3.525126e-01	3.525126e-01
2.7639579878e-07	8.932220e+00	8.345193e+00	8.669702e+00	8.687517e+00	8.671477e+00	7.935257e+00	1.416773e-01	3.328849e-01	3.328849e-01	3.328849e-01
2.7639579878e-07	8.334414e+00	8.292911e+00	8.428235e+00	8.417353e+00	8.342020e+00	8.351910e+00	1.381975e-01	3.784211e-01	3.784211e-01	3.784211e-01
2.7639579878e-07	8.126221e+00	8.550558e+00	8.349696e+00	8.836873e+00	8.282077e+00	9.018738e+00	1.434172e-01	3.085467e-01	3.085467e-01	3.085467e-01
2.7639579878e-07	8.247949e+00	8.572444e+00	8.859144e+00	8.244508e+00	8.484219e+00	8.348258e+00	1.436657e-01	2.897041e-01	2.897041e-01	2.897041e-01
2.7639579878e-07	8.645643e+00	8.371592e+00	8.584474e+00	8.719174e+00	8.412681e+00	8.443954e+00	1.389431e-01	2.645807e-01	2.645807e-01	2.645807e-01
2.7639579878e-07	8.596221e+00	8.430192e+00	8.319364e+00	8.308345e+00	8.027399e+00	7.891263e+00	1.391917e-01	3.627190e-01	3.627190e-01	3.627190e-01
2.7639579878e-07	8.673092e+00	8.330318e+00	8.181578e+00	8.606457e+00	8.639273e+00	8.677436e+00	1.491340e-01	3.320998e-01	3.320998e-01	3.320998e-01
2.7639579878e-07	8.015130e+00	8.191605e+00	8.404236e+00	8.473088e+00	8.606115e+00	8.499617e+00	1.128447e-01	2.959850e-01	2.959850e-01	2.959850e-01
2.7639579878e-07	8.279463e+00	8.658477e+00	8.394595e+00	8.440511e+00	8.336254e+00	7.746717e+00	1.389431e-01	3.391658e-01	3.391658e-01	3.391658e-01
2.7639579878e-07	8.559062e+00	8.522272e+00	8.468308e+00	8.648937e+00	8.683377e+00	8.665144e+00	1.583306e-01	2.904892e-01	2.904892e-01	2.904892e-01
2.7639579878e-07	8.503220e+00	8.291945e+00	8.728497e+00	8.568149e+00	8.013036e+00	8.524341e+00	1.406830e-01	2.826382e-01	2.826382e-01	2.826382e-01
2.7639579878e-07	7.929764e+00	7.987690e+00	8.045200e+00	7.801490e+00	8.216701e+00	7.850826e+00	1.471455e-01	3.156126e-01	3.156126e-01	3.156126e-01
2.7639579878e-07	8.301043e+00	8.763900e+00	8.955392e+00	8.205167e+00	8.456616e+00	7.928540e+00	1.272610e-01	3.564381e-01	3.564381e-01	3.564381e-01
2.7639579878e-07	8.598636e+00	8.689333e+00	8.308901e+00	8.237195e+00	9.046385e+00	7.947151e+00	1.210471e-01	3.077616e-01	3.077616e-01	3.077616e-01
2.7639579878e-07	8.169389e+00	8.701404e+00	8.722565e+00	8.363767e+00	8.171235e+00	8.461394e+00	1.322321e-01	2.598701e-01	2.598701e-01	2.598701e-01
2.7639579878e-07	8.700850e+00	7.409056e+00	7.960278e+00	8.651279e+00	8.429864e+00	8.369014e+00	1.550993e-01	3.352403e-01	3.352403e-01	3.352403e-01
2.7639579878e-07	7.774689e+00	8.995485e+00	8.077811e+00	8.177755e+00	8.313196e+00	8.105244e+00	1.334749e-01	3.972636e-01	3.972636e-01	3.972636e-01
2.7639579878e-07	8.602295e+00	8.283531e+00	8.694276e+00	8.317306e+00	8.497783e+00	8.179932e+00	1.212956e-01	3.383807e-01	3.383807e-01	3.383807e-01
2.7639579878e-07	8.724083e+00	8.643522e+00	8.756323e+00	8.384184e+00	8.159660e+00	8.364298e+00	1.548508e-01	3.328849e-01	3.328849e-01	3.328849e-01
2.7639579878e-07	8.294749e+00	8.332650e+00	8.244156e+00	8.470747e+00	8.433675e+00	8.310303e+00	1.578334e-01	3.297445e-01	3.297445e-01	3.297445e-01
2.7639579878e-07	8.068085e+00	8.524106e+00	8.501545e+00	8.309264e+00	8.452834e+00	8.575575e+00	1.227870e-01	2.834233e-01	2.834233e-01	2.834233e-01
2.7639579878e-07	8.631608e+00	8.148308e+00	8.355781e+00	8.381135e+00	8.212300e+00	8.425706e+00	1.394403e-01	3.148275e-01	3.148275e-01	3.148275e-01
2.7639579878e-07	8.275217e+00	8.247566e+00	8.336220e+00	8.303050e+00	8.664773e+00	7.995867e+00	1.337235e-01	3.603637e-01	3.603637e-01	3.603637e-01
2.7639579878e-07	8.176788e+00	8.189686e+00	8.027200e+00	8.418041e+00	8.918642e+00	8.126385e+00	1.252725e-01	2.779275e-01	2.779275e-01	2.779275e-01
2.7639579878e-07	8.412047e+00	8.320621e+00	8.486873e+00	8.614719e+00	7.950395e+00	8.042467e+00	1.605676e-01	3.949083e-01	3.949083e-01	3.949083e-01
2.7639579878e-07	8.234806e+00	8.492852e+00	8.119978e+00	8.382996e+00	8.601963e+00	8.522944e+00	1.180644e-01	3.556530e-01	3.556530e-01	3.556530e-01
2.7639579878e-07	8.647261e+00	8.154597e+00	8.556600e+00	8.308007e+00	7.964855e+00	8.115672e+00	1.369547e-01	2.567297e-01	2.567297e-01	2.567297e-01
2.7639579878e-07	8.198564e+00	8.219435e+00	8.080394e+00	8.793369e+00	8.843719e+00	8.056251e+00	1.414287e-01	3.368105e-01	3.368105e-01	3.368105e-01
2.7639579878e-07	8.395624e+00	8.122235e+00	8.041494e+00	8.651036e+00	8.368152e+00	8.092252e+00	1.454056e-01	3.478020e-01	3.478020e-01	3.478020e-01
2.7639579878e-07	8.283617e+00	8.371787e+00	8.130759e+00	8.591882e+00	8.085097e+00	8.426966e+00	1.344691e-01	2.904892e-01	2.904892e-01	2.904892e-01
2.7639579878e-07	8.636253e+00	8.919235e+00	8.425215e+00	8.138845e+00	8.491402e+00	8.474792e+00	1.200528e-01	3.289594e-01	3.289594e-01	3.289594e-01
2.7639579878e-07	8.281205e+00	8.119343e+00	8.501660e+00	8.704064e+00	8.701518e+00	8.317162e+00	1.541051e-01	2.999105e-01	2.999105e-01	2.999105e-01
2.7639579878e-07	8.137065e+00	8.387660e+00	8.754899e+00	8.197263e+00	8.306296e+00	8.323688e+00	1.377004e-01	2.740020e-01	2.740020e-01	2.740020e-01
2.7639579878e-07	8.129834e+00	8.421122e+00	8.284400e+00	8.064682e+00	8.072004e+00	8.764404e+00	1.511224e-01	3.517275e-01	3.517275e-01	3.517275e-01
2.7639579878e-07	8.093502e+00	8.639146e+00	7.516634e+00	8.448671e+00	8.570346e+00	8.081157e+00	1.163245e-01	3.956934e-01	3.956934e-01	3.956934e-01
2.7639579878e-07	8.486428e+00	8.812652e+00	8.593667e+00	8.346236e+00	8.339210e+00	8.743952e+00	1.518681e-01	3.391658e-01	3.391658e-01	3.391658e-01
2.7639579878e-07	8.439063e+00	7.840943e+00	8.574677e+00	8.752219e+00	8.530110e+00	8.189543e+00	1.339720e-01	3.163977e-01	3.163977e-01	3.163977e-01
2.7639579878e-07	8.124903e+00	8.421120e+00	8.179147e+00	7.990066e+00	8.408891e+00	8.098198e+00	1.416773e-01	3.234637e-01	3.234637e-01	3.234637e-01
2.7639579878e-07	8.247717e+00	8.411676e+00	8.648598e+00	8.326941e+00	8.248901e+00	8.281690e+00	1.275095e-01	4.239572e-01	4.239572e-01	4.239572e-01
2.7639579878e-07	8.469002e+00	8.710651e+00	8.212292e+00	8.664578e+00	8.345046e+00	8.145474e+00	1.285038e-01	2.488786e-01	2.488786e-01	2.488786e-01
2.7639579878e-07	8.720794e+00	7.909048e+00	8.442601e+00	7.978825e+00	8.043210e+00	8.422264e+00	1.257696e-01	3.336700e-01	3.336700e-01	3.336700e-01
2.7639579878e-07	8.242277e+00	8.115732e+00	8.118346e+00	8.416486e+00	8.757620e+00	8.594110e+00	1.637988e-01	4.043296e-01	4.043296e-01	4.043296e-01
2.7639579878e-07	8.465174e+00	8.541121e+00	8.467947e+00	8.813525e+00	8.573540e+00	8.358313e+00	1.252725e-01	2.904892e-01	2.904892e-01	2.904892e-01
2.7639579878e-07	8.645945e+00	8.324075e+00	8.834338e+00	8.598828e+00	7.759587e+00	7.879577e+00	1.309893e-01	3.760658e-01	3.760658e-01	3.760658e-01
2.7639579878e-07	8.330832e+00	9.052888e+00	8.206330e+00	8.497080e+00	8.476865e+00	8.602127e+00	1.456542e-01	2.999105e-01	2.999105e-01	2.999105e-01
2.7639579878e-07	8.586065e+00	8.231695e+00	8.070685e+00	8.210750e+00	8.303662e+00	8.255667e+00	1.285038e-01	3.603637e-01	3.603637e-01	3.603637e-01
2.7639579878e-07	7.831307e+00	8.462706e+00	8.547726e+00	8.134918e+00	7.975974e+00	8.406474e+00	1.513710e-01	3.163977e-01	3.163977e-01	3.163977e-01
2.7639579878e-07	9.020962e+00	8.162463e+00	8.840694e+00	8.123559e+00	8.007327e+00	8.052786e+00	1.282552e-01	3.336700e-01	3.336700e-01	3.336700e-01
2.7639579878e-07	8.533212e+00	8.518511e+00	8.730065e+00	8.470846e+00	8.018626e+00	8.480193e+00	1.441628e-01	3.878424e-01	3.878424e-01	3.878424e-01
2.7639579878e-07	8.550383e+00	8.558494e+00	8.334199e+00	8.555144e+00	8.789710e+00	8.435520e+00	1.294980e-01	2.135488e-01	2.135488e-01	2.135488e-01
2.7639579878e-07	8.246347e+00	7.962478e+00	8.150550e+00	8.744050e+00	8.362615e+00	7.968527e+00	1.359605e-01	3.548679e-01	3.548679e-01	3.548679e-01
2.7639579878e-07	8.496922e+00	8.282984e+00	8.542549e+00	8.820520e+00	8.594091e+00	8.322317e+00	1.536080e-01	3.407360e-01	3.407360e-01	3.407360e-01
2.7639579878e-07	8.154522e+00	7.543097e+00	7.931791e+00	8.141771e+00	7.782266e+00	8.219361e+00	1.175673e-01	3.917679e-01	3.917679e-01	3.917679e-01
2.7639579878e-07	7.866466e+00	8.254327e+00	8.521669e+00	8.529586e+00	8.850079e+00	8.459688e+00	1.406830e-01	3.760658e-01	3.760658e-01	3.760658e-01
2.7639579878e-07	7.990209e+00	8.873624e+00	8.306105e+00	8.277556e+00	8.722765e+00	8.617587e+00	1.242783e-01	3.689998e-01	3.689998e-01	3.689998e-01
2.7639579878e-07	7.994303e+00	8.485084e+00	8.400420e+00	8.278823e+00	7.738092e+00	8.313403e+00	1.463998e-01	3.218935e-01	3.218935e-01	3.218935e-01
2.7639579878e-07	8.438265e+00	8.072413e+00	8.027819e+00	8.473741e+00	8.231425e+00	8.245287e+00	1.302437e-01	2.480935e-01	2.480935e-01	2.480935e-01
2.7639579878e-07	8.214636e+00	7.877067e+00	8.314246e+00	8.112386e+00	8.194040e+00	8.351765e+00	1.439143e-01	3.925530e-01	3.925530e-01	3.925530e-01
2.7639579878e-07	8.221503e+00	8.649381e+00	8.336110e+00	8.426295e+00	8.447898e+00	8.613101e+00	1.193072e-01	3.179679e-01	3.179679e-01	3.179679e-01
2.7639579878e-07	8.373970e+00	8.246141e+00	8.190155e+00	8.150767e+00	8.206647e+00	8.311669e+00	1.364576e-01	3.540828e-01	3.540828e-01	3.540828e-01
2.7639579878e-07	8.700192e+00	8.637045e+00	8.547504e+00	8.537989e+00	8.440720e+00	8.272989e+00	1.501282e-01	3.627190e-01	3.627190e-01	3.627190e-01
2.7639579878e-07	8.560497e+00	8.599113e+00	8.283474e+00	8.058296e+00	8.203253e+00	8.801757e+00	1.188101e-01	2.865637e-01	2.865637e-01	2.865637e-01
2.7639579878e-07	8.784057e+00	8.219900e+00	8.098354e+00	8.208826e+00	8.486114e+00	8.359542e+00	1.379489e-01	3.729253e-01	3.729253e-01	3.729253e-01
2.7639579878e-07	7.265855e+00	8.716281e+00	8.455128e+00	8.316846e+00	8.110100e+00	8.780763e+00	1.501282e-01	2.944148e-01	2.944148e-01	2.944148e-01
2.7639579878e-07	8.988143e+00	8.200112e+00	7.730933e+00	8.464699e+00	8.392670e+00	8.093359e+00	1.195557e-01	3.014807e-01	3.014807e-01	3.014807e-01
2.7639579878e-07	8.145726e+00	8.216582e+00	8.184820e+00	8.553230e+00	7.809597e+00	8.477988e+00	1.419258e-01	4.051147e-01	4.051147e-01	4.051147e-01
2.7639579878e-07	8.389891e+00	8.447237e+00	8.486122e+00	8.694195e+00	8.133996e+00	8.455490e+00	1.404345e-01	4.247423e-01	4.247423e-01	4.247423e-01
2.7639579878e-07	8.316477e+00	8.592502e+00	8.606729e+00	8.430628e+00	8.721726e+00	8.377511e+00	1.277581e-01	2.763573e-01	2.763573e-01	2.763573e-01
2.7639579878e-07	8.444071e+00	8.426206e+00	8.286144e+00	8.416725e+00	8.012807e+00	8.548441e+00	1.354633e-01	2.394573e-01	2.394573e-01	2.394573e-01
2.7639579878e-07	8.500621e+00	8.447497e+00	8.308503e+00	7.972819e+00	7.804686e+00	7.690375e+00	1.660358e-01	3.415211e-01	3.415211e-01	3.415211e-01
2.7639579878e-07	8.751294e+00	8.127512e+00	8.330811e+00	8.805156e+00	8.546472e+00	7.707850e+00	1.160759e-01	3.807764e-01	3.807764e-01	3.807764e-01
2.7639579878e-07	8.025223e+00	8.618962e+00	8.513075e+00	8.549823e+00	8.274071e+00	8.134422e+00	1.426715e-01	4.019743e-01	4.019743e-01	4.019743e-01
2.7639579878e-07	8.551860e+00	8.124416e+00	8.789158e+00	8.100383e+00	8.456827e+00	8.948609e+00	1.312379e-01	3.211084e-01	3.211084e-01	3.211084e-01
2.7639579878e-07	8.154746e+00	8.458241e+00	8.063856e+00	8.409028e+00	7.927110e+00	8.712994e+00	1.421744e-01	2.716467e-01	2.716467e-01	2.716467e-01
2.7639579878e-07	8.623951e+00	8.408348e+00	8.374415e+00	8.261290e+00	7.807465e+00	8.261752e+00	1.488854e-01	4.137509e-01	4.137509e-01	4.137509e-01
2.7639579878e-07	8.183655e+00	8.304174e+00	8.760771e+00	8.665860e+00	8.758890e+00	8.548205e+00	1.267639e-01	3.478020e-01	3.478020e-01	3.478020e-01
2.7639579878e-07	8.394373e+00	8.013329e+00	8.562557e+00	8.378249e+00	8.115582e+00	8.725327e+00	1.168216e-01	3.415211e-01	3.415211e-01	3.415211e-01
2.7639579878e-07	8.320602e+00	8.340860e+00	8.199948e+00	8.510125e+00	8.507491e+00	8.060474e+00	1.463998e-01	3.226786e-01	3.226786e-01	3.226786e-01
2.7639579878e-07	8.458431e+00	7.946693e+00	7.469115e+00	8.481080e+00	7.932479e+00	8.191386e+00	1.451571e-01	2.810679e-01	2.810679e-01	2.810679e-01
2.7639579878e-07	8.111908e+00	8.337806e+00	7.975910e+00	8.492782e+00	8.756784e+00	8.161016e+00	1.531109e-01	4.161062e-01	4.161062e-01	4.161062e-01
2.7639579878e-07	8.970420e+00	7.758989e+00	8.486256e+00	8.271393e+00	8.160092e+00	8.722701e+00	1.190586e-01	3.281743e-01	3.281743e-01	3.281743e-01
2.7639579878e-07	8.095253e+00	8.538236e+00	8.906236e+00	8.435428e+00	8.315699e+00	8.627375e+00	1.282552e-01	2.999105e-01	2.999105e-01	2.999105e-01
2.7639579878e-07	8.897453e+00	8.510258e+00	8.382245e+00	8.215052e+00	8.309546e+00	8.435202e+00	1.222898e-01	2.920594e-01	2.920594e-01	2.920594e-01
2.7639579878e-07	7.843363e+00	8.324702e+00	8.035509e+00	8.289855e+00	8.415589e+00	7.871721e+00	1.675271e-01	3.689998e-01	3.689998e-01	3.689998e-01
2.7639579878e-07	8.760584e+00	8.516724e+00	8.308078e+00	8.385799e+00	8.377554e+00	8.085842e+00	1.275095e-01	3.564381e-01	3.564381e-01	3.564381e-01
2.7639579878e-07	8.280360e+00	8.637005e+00	8.542341e+00	8.460157e+00	8.425974e+00	8.762955e+00	1.235326e-01	3.894126e-01	3.894126e-01	3.894126e-01
2.7639579878e-07	8.394941e+00	8.841498e+00	8.699739e+00	8.557572e+00	8.093460e+00	8.548805e+00	1.466484e-01	2.747871e-01	2.747871e-01	2.747871e-01
2.7639579878e-07	8.482961e+00	8.209331e+00	8.177326e+00	7.871325e+00	8.650020e+00	8.294229e+00	1.575849e-01	3.320998e-01	3.320998e-01	3.320998e-01
2.7639579878e-07	8.310367e+00	7.918445e+00	8.446687e+00	8.253426e+00	8.143286e+00	7.815378e+00	1.374518e-01	3.799913e-01	3.799913e-01	3.799913e-01
